Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Traffic Type,Geo-location Data,Severity Level,Action Taken
149.221.243.148,131.0.81.40,13489,31192,ICMP,140,HTTP,"Alwar, Odisha",Low,Logged
218.54.58.78,210.235.171.210,45550,17299,TCP,867,HTTP,"Bhalswa Jahangir Pur, Manipur",Medium,Blocked
81.122.100.58,156.126.34.30,5045,54618,UDP,197,HTTP,"Bhind, Arunachal Pradesh",Medium,Ignored
55.50.111.90,72.140.253.144,47182,30930,UDP,445,HTTP,"Vijayawada, Tripura",Low,Blocked
179.236.250.165,68.88.74.44,49836,43785,TCP,72,FTP,"Kalyan-Dombivli, Gujarat",High,Ignored
98.82.238.129,165.244.112.113,32150,45960,ICMP,1104,DNS,"Bhalswa Jahangir Pur, Rajasthan",Low,Ignored
174.130.48.40,49.232.180.151,1075,64050,UDP,1326,FTP,"Bahraich, Odisha",Medium,Ignored
176.127.107.230,138.134.169.16,60015,14842,UDP,1291,FTP,"Barasat, Telangana",Low,Ignored
57.51.244.60,27.147.88.173,18567,20344,TCP,655,HTTP,"Mangalore, Tamil Nadu",Low,Ignored
97.176.249.133,154.154.158.226,38035,47470,UDP,1144,FTP,"Panipat, Madhya Pradesh",Low,Ignored
111.165.212.61,108.39.23.23,28724,57928,TCP,109,DNS,"Guntur, Tripura",Medium,Ignored
92.78.243.144,121.8.115.136,43208,7657,ICMP,131,FTP,"Farrukhabad, Sikkim",Medium,Ignored
22.219.29.133,211.71.133.213,24348,57230,TCP,96,DNS,"Chandrapur, Gujarat",Low,Logged
80.192.50.201,171.214.206.162,54231,36785,TCP,879,HTTP,"Bhilai, Bihar",Medium,Ignored
168.209.159.14,9.161.14.25,40424,44452,UDP,114,DNS,"Haridwar, Meghalaya",Medium,Blocked
96.244.30.24,206.209.210.227,55352,64092,TCP,244,DNS,"Karaikudi, Odisha",Low,Blocked
208.208.232.29,199.4.54.20,57217,14892,TCP,1027,FTP,"Shahjahanpur, Jharkhand",Low,Ignored
75.169.135.203,223.74.252.244,53912,54047,ICMP,880,DNS,"Motihari, Odisha",Low,Blocked
116.249.84.225,201.73.241.96,59651,46819,ICMP,464,FTP,"Thanjavur, Arunachal Pradesh",High,Ignored
193.145.206.110,30.139.25.62,55648,41261,TCP,513,FTP,"Tezpur, Bihar",Low,Logged
88.37.131.85,92.17.78.120,16301,44262,ICMP,727,HTTP,"Lucknow, Haryana",Low,Blocked
25.203.149.191,221.31.206.234,61724,47665,TCP,692,FTP,"Bardhaman, Gujarat",Low,Blocked
62.154.31.34,59.202.120.82,15220,3193,TCP,1181,HTTP,"Kollam, Tripura",Low,Logged
25.91.198.238,190.150.244.183,27385,14499,ICMP,325,DNS,"Erode, Bihar",Medium,Logged
198.212.140.26,5.3.213.176,4104,54553,UDP,191,DNS,"Ajmer, Haryana",High,Logged
177.150.113.175,130.213.183.219,64493,7944,UDP,731,HTTP,"Mehsana, Telangana",Medium,Ignored
128.12.211.168,69.169.198.187,37277,22435,UDP,171,HTTP,"Bidar, Meghalaya",Low,Logged
77.231.188.60,169.97.84.79,32347,47276,ICMP,103,DNS,"Agra, Madhya Pradesh",Low,Blocked
96.202.97.232,179.208.199.10,45970,64173,TCP,1464,HTTP,"Jammu, Jharkhand",High,Blocked
130.117.83.176,112.233.5.241,31137,45205,TCP,691,HTTP,"Begusarai, Madhya Pradesh",Medium,Blocked
124.95.98.237,9.203.229.209,15702,47372,ICMP,1275,FTP,"Bhalswa Jahangir Pur, Punjab",Medium,Logged
193.130.172.47,214.134.162.34,51939,20251,TCP,994,HTTP,"Nanded, Assam",Medium,Logged
29.105.118.122,4.38.205.136,55458,32481,UDP,1364,FTP,"Bangalore, Assam",Medium,Ignored
186.254.133.22,151.181.248.166,30165,43385,ICMP,1350,DNS,"Anantapur, Tripura",Medium,Blocked
122.154.61.85,112.181.25.146,51385,62720,ICMP,599,DNS,"Tiruppur, Himachal Pradesh",Low,Blocked
1.179.159.249,207.35.245.204,15754,47118,TCP,663,FTP,"Warangal, Rajasthan",Low,Blocked
44.15.9.227,90.210.76.251,22431,62049,UDP,1402,HTTP,"Tumkur, Andhra Pradesh",High,Blocked
65.200.13.107,62.166.93.57,1895,40891,UDP,930,HTTP,"Kalyan-Dombivli, Maharashtra",High,Ignored
13.192.174.129,147.182.33.170,59921,30900,UDP,1282,FTP,"Dehradun, Andhra Pradesh",Low,Ignored
198.100.212.217,126.98.33.238,54460,46729,UDP,580,FTP,"Uluberia, Manipur",High,Logged
206.117.41.247,69.43.47.113,51267,51033,UDP,469,HTTP,"Raipur, Assam",High,Blocked
33.184.102.189,148.221.175.210,37526,32580,ICMP,827,DNS,"Satara, Himachal Pradesh",Low,Logged
171.99.38.131,116.61.33.7,49244,25833,TCP,1317,HTTP,"Ramagundam, Arunachal Pradesh",Medium,Blocked
151.139.247.158,112.219.143.225,22734,48461,ICMP,161,FTP,"Thanjavur, Maharashtra",Low,Blocked
64.211.212.206,95.19.121.60,51506,38289,ICMP,367,HTTP,"Vasai-Virar, Tamil Nadu",Medium,Blocked
220.119.37.230,69.139.197.242,18898,29090,ICMP,971,HTTP,"Proddatur, Haryana",High,Logged
148.218.116.22,76.90.37.239,64411,29841,ICMP,271,HTTP,"South Dumdum, Goa",High,Logged
72.184.108.240,102.191.187.152,2522,13465,UDP,986,DNS,"Malegaon, Jharkhand",Low,Logged
187.42.244.113,106.179.21.40,32160,32877,ICMP,560,HTTP,"Parbhani, Goa",Low,Logged
174.49.26.190,85.58.185.209,18294,10038,UDP,491,FTP,"Lucknow, Tamil Nadu",High,Blocked
186.68.60.38,33.55.206.36,10735,30430,TCP,569,HTTP,"Bidhannagar, Sikkim",Low,Blocked
16.87.128.13,54.110.180.163,9382,20995,ICMP,699,HTTP,"Varanasi, Sikkim",Low,Ignored
145.21.30.26,88.0.96.196,25546,32339,UDP,799,FTP,"Ichalkaranji, Assam",Medium,Ignored
24.75.131.129,199.113.130.55,41096,5594,TCP,1293,FTP,"Kurnool, Manipur",Low,Blocked
32.46.205.117,131.131.82.12,3638,54064,TCP,521,DNS,"Siwan, Tamil Nadu",Medium,Logged
113.214.237.82,40.253.23.46,7207,25434,ICMP,974,HTTP,"Shimla, Meghalaya",High,Logged
103.28.242.156,85.79.214.215,39666,30444,TCP,374,DNS,"Parbhani, Uttar Pradesh",Medium,Ignored
43.178.17.92,15.223.7.157,28295,51219,TCP,1011,FTP,"Hubli–Dharwad, Assam",Medium,Blocked
99.21.210.113,10.223.140.17,8733,38011,ICMP,1110,DNS,"Tiruppur, Meghalaya",Low,Ignored
92.5.131.255,2.143.208.50,47058,4197,TCP,611,HTTP,"Nangloi Jat, Rajasthan",Low,Blocked
48.45.196.184,43.121.142.56,14407,23496,UDP,1215,HTTP,"Mira-Bhayandar, Odisha",Medium,Blocked
63.171.133.242,4.0.11.184,59257,10098,UDP,967,FTP,"Bihar Sharif, Mizoram",Low,Blocked
46.238.109.56,192.205.254.53,21531,57608,TCP,1479,FTP,"Sangli-Miraj & Kupwad, Andhra Pradesh",High,Blocked
39.217.167.168,59.51.84.166,1624,9987,UDP,803,HTTP,"Mangalore, Kerala",Low,Logged
52.35.27.108,71.21.21.126,64360,30089,ICMP,1475,HTTP,"Pudukkottai, Meghalaya",Medium,Ignored
48.34.61.28,107.134.191.216,52767,21199,TCP,554,FTP,"Khora , Telangana",High,Logged
144.250.44.253,25.176.210.56,64586,42910,ICMP,986,DNS,"Aligarh, Uttar Pradesh",Low,Ignored
176.138.199.24,91.151.36.182,17906,60104,ICMP,367,HTTP,"Tadepalligudem, Chhattisgarh",High,Ignored
137.131.214.235,23.75.34.140,50730,62302,ICMP,774,FTP,"Thrissur, Nagaland",High,Ignored
70.67.59.80,177.104.84.69,43655,42816,UDP,1420,FTP,"Dehri, Manipur",Low,Ignored
73.39.111.193,98.9.151.204,58732,44539,ICMP,338,FTP,"Davanagere, Meghalaya",High,Logged
195.47.124.171,114.8.24.231,23286,25145,TCP,1123,DNS,"Dibrugarh, Odisha",Medium,Logged
202.195.65.18,171.247.74.149,12300,63025,TCP,229,DNS,"Bulandshahr, Gujarat",High,Logged
78.98.21.55,11.93.84.92,32022,61595,ICMP,1129,HTTP,"Avadi, Uttar Pradesh",Low,Logged
159.200.98.230,135.167.84.250,35104,41397,TCP,200,HTTP,"Pune, Chhattisgarh",High,Logged
192.60.146.67,28.99.86.217,28618,59449,TCP,1203,FTP,"Ambarnath, Haryana",High,Logged
157.241.50.4,60.146.176.195,52214,30275,TCP,1492,FTP,"Machilipatnam, Haryana",Low,Ignored
128.118.208.54,2.142.10.51,52484,54244,UDP,708,DNS,"Motihari, Andhra Pradesh",High,Ignored
163.128.4.76,149.237.120.176,36691,43211,TCP,1314,DNS,"Barasat, Goa",Medium,Logged
22.52.60.217,15.132.87.133,22083,51809,UDP,620,FTP,"Jodhpur, Uttar Pradesh",Medium,Blocked
48.42.161.104,157.197.129.22,44416,18967,ICMP,294,FTP,"Karawal Nagar, Punjab",Medium,Logged
179.109.100.125,196.114.158.177,52459,2058,UDP,489,HTTP,"Pondicherry, Uttar Pradesh",High,Blocked
216.10.93.1,62.227.10.229,31789,20273,ICMP,656,DNS,"Durgapur, Chhattisgarh",High,Blocked
147.65.137.141,222.70.132.91,47815,5333,TCP,1388,FTP,"Jamalpur, Meghalaya",Low,Blocked
20.17.73.58,147.112.184.186,54330,11664,ICMP,417,HTTP,"Purnia, Chhattisgarh",High,Blocked
206.158.67.106,50.15.120.38,57068,5883,UDP,322,FTP,"Alwar, Rajasthan",Low,Ignored
29.189.114.154,67.117.78.157,64464,49115,ICMP,1277,HTTP,"Yamunanagar, Mizoram",High,Ignored
221.246.206.113,84.191.58.208,21412,43165,TCP,858,HTTP,"Ambala, Punjab",Low,Ignored
221.114.151.161,209.255.180.154,64955,21038,ICMP,142,DNS,"Karawal Nagar, Bihar",High,Ignored
74.51.117.176,152.35.184.153,28669,2250,UDP,1163,DNS,"Belgaum, Bihar",Medium,Logged
11.113.32.157,101.77.95.218,26068,30560,TCP,985,DNS,"Karnal, Gujarat",Medium,Ignored
124.212.218.165,78.100.24.39,13699,23436,UDP,574,DNS,"Indore, Jharkhand",High,Blocked
97.96.83.225,218.207.9.175,19204,26304,UDP,871,FTP,"Hyderabad, Assam",High,Logged
2.208.121.78,174.138.52.122,25054,23122,TCP,1268,FTP,"Bardhaman, Maharashtra",Medium,Logged
202.29.236.38,123.145.43.39,33482,11143,UDP,419,FTP,"Bulandshahr, Manipur",High,Blocked
19.22.82.136,169.184.37.183,57722,54783,TCP,1392,FTP,"Bathinda, Assam",Medium,Logged
196.136.155.208,26.11.254.87,22754,19240,TCP,469,DNS,"Thrissur, Goa",Low,Ignored
88.214.244.181,16.253.93.125,24182,38249,TCP,217,HTTP,"Kolkata, Andhra Pradesh",Low,Logged
168.84.27.219,113.234.96.118,46634,48321,TCP,947,HTTP,"Chandrapur, Karnataka",Low,Blocked
76.155.42.239,124.187.57.30,44535,28346,TCP,1257,FTP,"Nashik, Maharashtra",Low,Logged
98.163.23.111,75.122.217.135,44483,56892,UDP,1109,DNS,"Yamunanagar, Arunachal Pradesh",Low,Logged
5.235.155.221,216.229.246.188,19023,65148,ICMP,643,HTTP,"Chapra, Uttar Pradesh",Low,Ignored
69.215.35.232,86.106.36.107,56798,35236,ICMP,895,HTTP,"Dehri, Madhya Pradesh",Low,Logged
164.88.126.152,211.194.167.243,16209,29403,TCP,736,DNS,"Avadi, Chhattisgarh",Low,Ignored
180.60.7.244,103.51.184.227,8156,25362,TCP,1154,DNS,"Faridabad, Himachal Pradesh",Medium,Blocked
159.112.39.47,6.189.124.226,53016,34876,ICMP,483,HTTP,"Burhanpur, West Bengal",Medium,Logged
45.67.10.243,162.192.182.44,6459,51709,UDP,574,DNS,"Ramgarh, Chhattisgarh",Medium,Blocked
62.117.101.59,69.74.24.100,36878,7510,TCP,280,HTTP,"Medininagar, Assam",Medium,Blocked
12.42.186.62,175.191.128.179,3305,40063,TCP,323,DNS,"Sultan Pur Majra, Himachal Pradesh",Low,Logged
68.131.15.208,47.216.135.31,3861,64870,ICMP,1115,FTP,"Chennai, Manipur",Medium,Logged
13.207.110.87,96.101.203.89,33408,25181,TCP,578,HTTP,"Hyderabad, Punjab",Medium,Blocked
80.170.25.163,34.164.8.50,58946,12735,ICMP,475,FTP,"Bhagalpur, Bihar",Low,Blocked
123.130.105.83,200.79.117.226,13640,33925,ICMP,1391,FTP,"Etawah, Tamil Nadu",Low,Ignored
24.156.18.52,113.67.134.6,19372,36969,TCP,906,DNS,"Morbi, Rajasthan",Medium,Ignored
135.113.167.44,177.158.209.53,61879,22701,ICMP,1331,HTTP,"Nizamabad, Kerala",Low,Blocked
65.209.22.97,138.31.117.121,59155,62945,TCP,1466,DNS,"Gurgaon, Nagaland",High,Logged
105.213.122.117,51.245.162.166,26354,13115,ICMP,1464,HTTP,"Shimoga, Haryana",Low,Logged
159.94.94.5,32.39.14.120,25961,14290,TCP,166,FTP,"Loni, Telangana",Medium,Ignored
106.118.152.207,166.111.131.217,10082,42560,UDP,527,DNS,"Satna, Andhra Pradesh",Low,Blocked
111.32.129.213,187.151.1.110,19814,16953,ICMP,825,DNS,"Solapur, Tamil Nadu",Low,Blocked
195.48.169.81,23.248.23.186,18159,10259,TCP,1373,FTP,"Muzaffarpur, Uttarakhand",Low,Blocked
221.36.56.184,175.40.244.248,63432,14305,TCP,1425,FTP,"Bhavnagar, Andhra Pradesh",Low,Blocked
3.163.37.84,103.170.45.230,41479,22233,ICMP,967,HTTP,"Kulti, Jharkhand",High,Ignored
154.183.107.2,144.254.220.230,63729,23093,ICMP,199,DNS,"Tezpur, Mizoram",Low,Ignored
50.48.228.189,173.33.10.132,23945,14832,ICMP,1257,HTTP,"Tirupati, Sikkim",High,Logged
91.249.144.148,199.100.226.166,34985,20613,TCP,1350,FTP,"Arrah, Haryana",High,Blocked
121.220.198.66,64.243.58.134,62077,24384,UDP,1394,FTP,"Jalgaon, Arunachal Pradesh",High,Blocked
74.223.141.20,17.20.208.24,63794,8104,UDP,769,DNS,"Tinsukia, Kerala",Low,Ignored
23.140.74.89,31.26.118.247,22528,1854,UDP,140,FTP,"Thoothukudi, Madhya Pradesh",Medium,Blocked
10.215.67.50,221.53.46.244,46920,21283,UDP,1330,DNS,"Asansol, Uttar Pradesh",Medium,Ignored
197.179.241.203,10.108.190.230,3107,28181,UDP,1478,FTP,"Panihati, Kerala",Medium,Ignored
46.91.253.255,174.9.117.171,16970,49376,UDP,936,FTP,"Ambala, Kerala",Medium,Blocked
169.55.143.189,208.172.150.45,59293,2931,ICMP,1214,HTTP,"Madhyamgram, Assam",Medium,Ignored
215.103.225.210,177.92.56.164,7763,20785,TCP,810,FTP,"Haldia, West Bengal",Low,Ignored
36.164.119.226,104.99.17.207,23307,32926,UDP,1443,DNS,"Jamshedpur, Bihar",Low,Ignored
167.170.177.239,170.167.98.128,19368,11899,ICMP,1281,DNS,"Saharsa, Punjab",High,Blocked
14.28.223.206,36.105.109.155,39420,38555,UDP,738,DNS,"Serampore, Tamil Nadu",Medium,Ignored
187.169.34.6,141.113.101.165,52483,57681,TCP,432,DNS,"Panihati, Haryana",Low,Blocked
203.25.34.198,104.124.22.54,44763,13199,TCP,106,FTP,"Sonipat, Uttar Pradesh",Low,Blocked
75.6.145.89,22.196.126.12,29905,29780,UDP,1461,HTTP,"Gwalior, Gujarat",Medium,Ignored
8.124.131.158,153.5.60.160,59839,65151,TCP,757,HTTP,"Nagpur, Nagaland",High,Logged
33.54.212.195,61.31.9.84,15441,60112,UDP,1350,FTP,"Asansol, Kerala",Medium,Ignored
175.3.1.201,107.74.234.208,38237,47207,TCP,851,DNS,"Muzaffarnagar, Mizoram",Medium,Ignored
80.103.209.184,110.50.246.75,44881,26604,ICMP,340,FTP,"Anantapur, Gujarat",Medium,Ignored
170.18.20.155,114.65.152.150,48380,26211,ICMP,1277,HTTP,"Kalyan-Dombivli, Nagaland",High,Ignored
120.20.120.93,104.195.209.79,9182,24513,TCP,114,DNS,"Kozhikode, Uttar Pradesh",Medium,Blocked
189.169.107.72,179.119.37.33,30817,16034,TCP,264,DNS,"Bhind, Goa",Medium,Blocked
195.209.45.44,108.153.145.188,12481,27924,UDP,1065,HTTP,"Etawah, Manipur",Low,Blocked
11.190.160.156,104.208.242.21,32089,10734,ICMP,1102,DNS,"Guna, Jharkhand",Medium,Ignored
17.28.217.18,58.150.203.2,11669,31315,TCP,1061,FTP,"Bhusawal, Haryana",Medium,Blocked
207.166.133.145,160.237.98.247,19081,48181,TCP,510,DNS,"Gurgaon, Maharashtra",High,Logged
17.40.202.252,72.199.209.117,12383,14948,ICMP,831,HTTP,"Haldia, Maharashtra",High,Blocked
117.147.236.239,149.91.94.66,6310,3572,TCP,184,DNS,"Sri Ganganagar, Manipur",Low,Blocked
28.112.156.194,46.164.33.169,63626,19085,UDP,571,HTTP,"Madanapalle, Manipur",Low,Logged
71.92.219.31,18.135.165.108,47835,16104,UDP,972,DNS,"Singrauli, Arunachal Pradesh",High,Logged
98.190.230.172,54.101.147.229,24412,46677,ICMP,82,DNS,"Dhanbad, Rajasthan",Medium,Ignored
128.111.128.93,8.183.111.122,13768,40580,TCP,1185,HTTP,"Junagadh, Tamil Nadu",High,Ignored
41.223.249.196,72.5.78.233,44476,2801,ICMP,1079,HTTP,"Ujjain, Bihar",High,Logged
39.253.34.144,84.47.130.99,54115,17520,ICMP,1015,DNS,"Katni, Goa",Medium,Logged
9.141.8.223,97.185.253.56,27004,25620,ICMP,1009,FTP,"Tiruppur, Odisha",Medium,Blocked
199.91.11.7,170.168.182.159,32963,17346,TCP,786,FTP,"Alwar, Tripura",High,Logged
89.191.161.197,90.130.91.79,64567,46677,TCP,455,FTP,"Panihati, Jharkhand",Low,Ignored
1.38.44.215,39.222.207.119,53970,46639,TCP,832,FTP,"Ambattur, Karnataka",High,Blocked
189.182.209.144,49.244.224.47,53042,34216,UDP,456,DNS,"Ajmer, Meghalaya",Medium,Ignored
109.160.0.79,141.34.244.44,20834,46424,ICMP,634,DNS,"Malegaon, West Bengal",Low,Logged
126.188.154.246,70.103.246.63,25786,13719,ICMP,1484,DNS,"Miryalaguda, Mizoram",Low,Ignored
195.72.51.216,194.158.245.1,5213,20498,UDP,1331,FTP,"Indore, Punjab",Medium,Logged
119.175.168.57,26.129.87.147,22321,27328,TCP,1175,DNS,"Baranagar, Telangana",High,Logged
217.56.244.15,201.246.43.126,9063,40670,ICMP,972,HTTP,"Saharanpur, Assam",Low,Logged
44.53.205.108,112.110.45.227,62260,58055,UDP,1269,HTTP,"Haridwar, Karnataka",Low,Logged
62.141.80.111,67.104.247.250,44741,24323,TCP,341,DNS,"Raebareli, Manipur",High,Blocked
158.210.150.124,211.103.206.207,15452,16596,TCP,1028,HTTP,"Sonipat, Uttarakhand",High,Blocked
219.122.101.149,133.82.113.145,17077,45049,TCP,1287,FTP,"Berhampore, Telangana",Medium,Ignored
61.146.219.95,19.176.239.189,56747,13705,ICMP,318,HTTP,"Serampore, Assam",High,Blocked
79.241.66.88,38.88.40.221,31179,13082,UDP,1110,HTTP,"Kochi, Tamil Nadu",Medium,Ignored
9.74.123.219,210.191.3.211,18222,27025,UDP,263,FTP,"Pune, Uttarakhand",Medium,Ignored
208.157.95.15,165.141.28.46,55716,27024,UDP,486,HTTP,"Bhiwandi, West Bengal",Medium,Ignored
132.84.42.243,117.6.13.233,42098,17994,TCP,227,DNS,"Madanapalle, Uttarakhand",Low,Ignored
181.227.38.227,191.182.155.252,57882,19119,TCP,475,DNS,"Nellore, Manipur",Medium,Logged
202.180.25.127,63.85.21.191,11154,22073,ICMP,852,HTTP,"Giridih, Jharkhand",High,Ignored
139.58.183.5,116.209.68.251,55643,20164,UDP,767,DNS,"Madhyamgram, Rajasthan",High,Blocked
211.179.141.150,75.24.161.5,11114,49025,TCP,1047,DNS,"Alappuzha, Telangana",Low,Blocked
218.17.18.140,219.66.38.71,24196,35218,ICMP,656,HTTP,"Hajipur, Telangana",High,Blocked
181.47.241.219,205.4.54.230,6869,59586,TCP,935,DNS,"Khandwa, Gujarat",Medium,Logged
119.168.131.167,168.151.127.236,29358,3620,ICMP,779,DNS,"Eluru, Sikkim",Low,Blocked
76.97.207.100,91.15.185.90,30393,40893,TCP,1265,DNS,"Karawal Nagar, Chhattisgarh",Medium,Blocked
190.220.24.131,116.122.143.89,61938,15459,UDP,381,FTP,"Karimnagar, Arunachal Pradesh",Medium,Ignored
211.219.120.213,55.135.107.216,35916,45084,ICMP,624,HTTP,"Udupi, Goa",Medium,Ignored
143.65.199.235,202.182.103.214,39340,17744,UDP,562,DNS,"Pimpri-Chinchwad, Jharkhand",Medium,Logged
174.100.243.66,63.173.189.202,59304,40231,ICMP,1131,DNS,"Bardhaman, Chhattisgarh",High,Blocked
207.252.105.100,19.167.230.215,8261,26640,TCP,1210,DNS,"Mathura, Jharkhand",Medium,Logged
55.62.46.61,33.189.125.16,6845,26538,UDP,1225,HTTP,"Bhiwandi, Chhattisgarh",Medium,Logged
208.94.180.110,63.76.50.237,50415,5139,UDP,323,HTTP,"Vasai-Virar, Arunachal Pradesh",High,Ignored
109.203.195.195,128.88.116.220,26421,42633,TCP,686,DNS,"Alwar, Assam",High,Logged
160.138.186.212,184.115.151.69,39021,58415,TCP,553,DNS,"Guna, Himachal Pradesh",High,Blocked
206.119.242.239,1.111.193.154,65140,42139,UDP,1463,HTTP,"Pune, Nagaland",Medium,Ignored
108.176.76.142,122.239.168.26,18008,32113,TCP,371,DNS,"Madanapalle, Manipur",High,Logged
162.238.130.157,61.113.14.147,6716,34052,ICMP,308,DNS,"Raiganj, Mizoram",High,Logged
55.186.143.130,45.34.118.90,23794,39350,ICMP,1284,FTP,"Faridabad, Jharkhand",High,Logged
219.182.93.108,34.103.135.227,61710,17051,UDP,1333,DNS,"Sonipat, Gujarat",Low,Blocked
211.185.141.204,14.69.100.42,64239,12419,TCP,1412,DNS,"Gaya, Rajasthan",Medium,Ignored
180.176.160.144,159.79.72.92,1910,52947,UDP,93,DNS,"Saharanpur, Goa",High,Ignored
95.89.15.163,213.143.6.124,51687,42852,UDP,480,HTTP,"Pimpri-Chinchwad, Tamil Nadu",High,Blocked
142.245.152.233,99.181.157.119,51453,32119,UDP,704,FTP,"Chinsurah, Sikkim",High,Logged
102.242.104.113,6.55.228.126,19356,58065,UDP,267,DNS,"Gurgaon, Nagaland",High,Blocked
157.123.199.184,107.112.15.130,63925,50103,TCP,876,HTTP,"Sonipat, Himachal Pradesh",High,Logged
78.162.20.123,44.126.80.179,24220,52958,TCP,322,HTTP,"Mango, Uttarakhand",Low,Ignored
69.32.41.218,90.249.94.108,54805,35502,TCP,1101,FTP,"Suryapet, Himachal Pradesh",High,Ignored
143.230.223.83,220.154.109.95,35168,37465,ICMP,1073,DNS,"Siwan, Himachal Pradesh",Medium,Blocked
58.87.85.112,34.22.214.103,62543,6047,ICMP,1134,DNS,"Begusarai, Tamil Nadu",High,Ignored
85.97.42.126,173.147.24.134,50291,16289,ICMP,747,DNS,"Bhiwani, Tripura",Medium,Blocked
13.134.168.48,140.183.146.132,45811,33290,ICMP,211,DNS,"Secunderabad, Uttar Pradesh",Medium,Blocked
67.95.117.70,66.97.146.161,43623,20438,UDP,1265,DNS,"North Dumdum, Tamil Nadu",High,Blocked
67.120.162.67,60.113.159.108,42251,10329,TCP,459,HTTP,"Mirzapur, Karnataka",Medium,Ignored
35.165.32.38,156.87.34.206,49006,56290,ICMP,530,FTP,"Haridwar, Mizoram",Low,Ignored
103.190.75.176,203.18.229.220,11790,54211,UDP,1240,FTP,"Kollam, Tamil Nadu",Low,Ignored
213.179.156.189,138.66.137.126,43532,57567,UDP,839,DNS,"Kochi, Madhya Pradesh",Medium,Blocked
42.16.129.60,9.124.236.76,60250,46304,ICMP,1213,HTTP,"Kochi, Karnataka",High,Ignored
184.73.149.81,182.222.93.16,26097,19848,UDP,811,HTTP,"Navi Mumbai, Haryana",Low,Logged
191.158.91.86,133.155.237.206,8877,25124,UDP,151,DNS,"Begusarai, Tripura",Medium,Blocked
101.49.226.46,112.17.183.144,57250,58828,ICMP,1129,FTP,"Aurangabad, Tripura",Low,Blocked
222.130.24.55,11.64.44.81,38286,45484,UDP,910,FTP,"Bhatpara, Bihar",Medium,Ignored
72.57.143.38,167.20.70.38,41203,62522,ICMP,297,HTTP,"Meerut, Gujarat",Medium,Blocked
39.59.234.24,36.40.94.212,9459,14866,UDP,747,HTTP,"Vadodara, Punjab",Medium,Blocked
14.147.204.67,212.99.19.84,37928,65106,ICMP,1305,FTP,"Ambala, Kerala",High,Logged
168.64.168.94,109.112.81.4,38603,15151,ICMP,132,HTTP,"Phagwara, Maharashtra",Medium,Ignored
146.210.2.178,156.100.165.154,54374,45179,ICMP,863,FTP,"Asansol, Chhattisgarh",Medium,Logged
212.72.173.132,79.74.187.79,33588,16938,TCP,1179,FTP,"Pallavaram, Tripura",Medium,Ignored
178.76.101.27,25.26.50.92,42023,43610,UDP,801,DNS,"Ghaziabad, Tripura",Low,Logged
160.10.0.67,192.162.130.150,12006,50839,ICMP,665,HTTP,"Thane, Punjab",Low,Logged
93.158.1.229,50.98.105.174,46468,53163,UDP,1434,FTP,"Malegaon, Goa",Low,Logged
15.0.109.120,134.253.111.70,27018,44039,UDP,262,FTP,"Orai, Uttar Pradesh",Medium,Ignored
70.0.249.136,42.198.165.15,30884,19376,ICMP,559,FTP,"Gulbarga, Mizoram",Medium,Logged
16.57.239.15,2.207.60.216,37184,64548,UDP,882,FTP,"Bhagalpur, Sikkim",Medium,Ignored
140.78.113.108,6.111.231.88,37850,13857,ICMP,209,HTTP,"Sangli-Miraj & Kupwad, Arunachal Pradesh",Medium,Logged
176.89.71.57,119.209.102.25,20032,19520,TCP,92,FTP,"Mira-Bhayandar, Andhra Pradesh",Low,Logged
99.76.33.182,48.73.255.233,58979,43794,TCP,1223,DNS,"Ludhiana, Kerala",Low,Blocked
28.215.189.12,143.252.150.171,58719,36095,UDP,597,FTP,"Udupi, Goa",High,Blocked
159.33.184.8,92.154.26.199,37424,61165,TCP,232,DNS,"Secunderabad, Assam",Medium,Logged
91.233.34.191,108.249.51.191,36161,30385,ICMP,344,HTTP,"Jalandhar, Karnataka",High,Ignored
35.153.126.164,59.230.234.174,12209,33270,TCP,168,FTP,"Gulbarga, Madhya Pradesh",High,Logged
200.112.214.143,36.119.18.11,49753,52510,UDP,887,DNS,"Sonipat, Jharkhand",Medium,Blocked
170.108.226.142,141.124.93.22,36174,46891,ICMP,709,FTP,"Pondicherry, Jharkhand",Medium,Ignored
90.85.88.41,183.220.109.226,63841,47448,UDP,1239,FTP,"Bathinda, Haryana",Medium,Logged
41.3.90.144,159.142.206.174,51349,45090,UDP,703,HTTP,"Alwar, West Bengal",Low,Logged
156.149.209.93,107.21.192.229,36701,37484,TCP,957,FTP,"Haldia, Telangana",High,Blocked
211.56.69.215,193.233.156.188,58975,55490,ICMP,1101,FTP,"Chandrapur, Telangana",Low,Blocked
88.98.190.106,165.167.125.169,39814,11339,ICMP,418,HTTP,"Anantapuram, Mizoram",Medium,Logged
140.243.189.152,66.41.215.125,30491,51553,ICMP,1199,HTTP,"Motihari, Himachal Pradesh",High,Blocked
101.204.186.80,110.8.203.213,47594,39569,ICMP,853,HTTP,"Dhule, Telangana",Medium,Logged
79.69.65.191,55.175.111.48,49856,5741,UDP,1160,HTTP,"Kirari Suleman Nagar, Bihar",Medium,Ignored
185.102.65.192,78.225.73.235,41425,28370,UDP,1208,FTP,"Kanpur, West Bengal",High,Logged
177.105.227.36,3.152.82.3,24897,21920,TCP,363,FTP,"Dewas, Assam",Medium,Logged
